EC_number	UniProt_ID	PDB_IDs	Organism_name
2.7.7.75	Q39054	6ETD,6GBF,1O8O,6Q32,5G2R,6GB4,6ETH,6GAX,1UUY,6GB9,1UUX,1O8N,6GB0,6ETF,1O8Q,6GBC,1EAV,6RMS,5G2S	Arabidopsis thaliana
2.7.7.77	P32173	1H4C,1HJJ,1FR9,1E5K,1H4D,1FRW,1H4E,1HJL	Escherichia coli
2.7.7.79	P53215	5XOX	Saccharomyces cerevisiae
2.7.7.8	Q8CST1	5YJJ	Staphylococcus epidermidis
2.7.7.83	Q16222	1JV3,1JVD,6Z2F,1JV1,1JVG	Homo sapiens
2.7.7.84	Q29599	4RWP,4RWQ,4RWO,1PX5,4RWN	Sus scrofa
2.7.7.9	Q16851	4R7P,3R2W,3R3I	Homo sapiens
2.7.7.9	Q4QDU3	2OEG,5NZJ,5NZK,5NZL,4M2B,5NZI,5NZM,5NZG,4J18,5NZH,2OEF,4M28,4M2A	Leishmania major
2.7.7.9	Q9M9P3	2ICY,1Z90,2Q4J,2ICX	Arabidopsis thaliana
2.7.8.7	P24224	5XUH,5VBX,5VCB,5XU7	Escherichia coli
2.7.8.7	P39135	1QR0,4MRT	Bacillus subtilis
2.7.8.7	Q9NRN7	2CG5,2BYD,2C43	Homo sapiens
2.7.9.1	O76283	2X0S	Trypanosoma brucei
2.7.9.2	P42850	8A8E	Pyrococcus furiosus
2.8.1.1	P9WHF9	3AAY,3HWI,3AAX	Mycobacterium tuberculosis
2.8.1.1	Q8NFU3	6BEV	Homo sapiens
2.8.1.2	P25325	4JGT,3OLH	Homo sapiens
2.8.1.2	Q7K9G0	1OKG	Leishmania major
2.8.1.6	P12996	1R30	Escherichia coli
2.8.1.7	P77444	1JF9,6O12,1KMJ,5DB5,6MRH,6O10,6O13,6MR6,6MR2,6MRI,6UY5,1I29,1KMK,1C0N,6MRE,6O11	Azotobacter vinelandii
2.8.2.1	O43704	3CKL,2Z5F	Homo sapiens
2.8.2.1	O75897	2GWH,2AD1	Homo sapiens
2.8.2.1	P0DMM9	1CJM,2A3R	Homo sapiens
2.8.2.1	P50225	3QVU,3U3J,4GRA,3U3K,3QVV,3U3O,3U3M,1Z28,1LS6,3U3R,2D06	Homo sapiens
2.8.2.1	P50226	1Z29	Homo sapiens
2.8.2.14	Q06520	3F3Y,1OV4,4IFB,1J99,1EFH,2QP4,2QP3	Homo sapiens
2.8.2.14	Q8BGL3	7EOV,7D1X	Mus musculus
2.8.2.2	P52839	1Q44,2Q3M	Arabidopsis thaliana
2.8.2.20	O60507	5WRI,5WRJ	Homo sapiens
2.8.2.20	O60704	3AP2,3AP1,3AP3	Homo sapiens
2.8.2.22	Q8FDI4	3ELQ,3ETT,3ETS	Escherichia coli
2.8.2.3	O35403	7V1O	Mus musculus
2.8.2.37	P84151	1TEX	Mycolicibacterium smegmatis
2.8.2.38	Q9C9C9	5MEX,5MEK	Arabidopsis thaliana
2.8.2.4	P49888	1HY3,1G3M,4JVL,4JVN,4JVM	Homo sapiens
2.8.3.16	A9X6P7	3UBM	Acetobacter aceti
2.8.3.16	O06644	1VGQ,2VJP,2VJN,1T3Z,1VGR,2VJL,2VJQ,2VJK,1P5R,2VJO,1T4C,1P5H,2VJM	Oxalobacter formigenes
2.8.3.18	B3EY95	5DW4,4EUB,5DW6,4EU9,4EUC,4EU5,5DW5,5DDK,4EUD,4EU6,4EU3,4EUA,5E5H,4EU7,4EU8,4EU4	Acetobacter aceti
2.8.3.19	P76518	4HL6	Escherichia coli
2.8.4.2	P0DKS7	3RH0	Corynebacterium glutamicum
2.8.4.6	Q2RSU5	3JZV	Rhodospirillum rubrum
3.1.1.1	F0NDQ1	5LK6	Sulfolobus islandicus
3.1.1.1	F0QXN6	4RDZ,4RDY,4RE0	Vulcanisaeta moutnovskia
3.1.1.1	O28511	2ZYI,2ZYS,2ZYH,2ZYR	Archaeoglobus fulgidus
3.1.1.1	O28558	1JJI	Archaeoglobus fulgidus
3.1.1.1	P12337	1K4Y	Oryctolagus cuniculus
3.1.1.1	P13001	1M33	Escherichia coli
3.1.1.1	P23141	2HRR,8EOR,1YAJ,3K9B,2H7C,1YA4,1MX1,1MX9,5A7G,1YA8,1YAH,5A7H,2HRQ,2DQZ,2DR0,5A7F,1MX5,4AB1,2DQY	Homo sapiens
3.1.1.1	P37967	1QE3,1C7I,1C7J	Bacillus subtilis
3.1.1.1	Q0ZPV7	2O7R,2O7V	Actinidia eriantha
3.1.1.1	Q2PCE5	3WJ2	Ferroplasma acidiphilum
3.1.1.1	Q5NU42	3WJ1,4P9N	Saccharolobus shibatae
3.1.1.1	Q8NKS0	2YH2	Pyrobaculum calidifontis
3.1.1.1	Q8TZJ1	5G5C,5G5M,5LCN,5G59	Pyrococcus furiosus
3.1.1.1	Q976W8	3AIL,3AIM,3AIK,3AIO,3AIN	Sulfurisphaera tokodaii
3.1.1.1	Q97VU1	2RAU	Saccharolobus solfataricus
3.1.1.1	Q9YBQ2	1VE6,2HU5,1VE7,2HU8,3O4J,4RE5,4RE6,2QR5,3O4G,2HU7,2QZP,3O4I,3O4H	Aeropyrum pernix
3.1.1.102	A0A0K8P8E7	6QZ2,6QZ4,6JTT,6QG9,6QGB,6JTU,6QGA,6QZ3,6QZ1	Ideonella sakaiensis
3.1.1.104	Q4A724	3MSR,3OVG	Mycoplasmopsis synoviae
3.1.1.106	A1Z1Q3	6Y4Y,6Y4Z,4IQY,6Y73	Homo sapiens
3.1.1.106	P0A8D6	1SPV,5CB5,5CMS,5CB3	Escherichia coli
3.1.1.106	Q9BQ69	2X47,6LH4	Homo sapiens
3.1.1.107	A0A0H2V871	2GZS,2GZR	Escherichia coli
3.1.1.112	P41734	3MIL	Saccharomyces cerevisiae
3.1.1.117	A0A0A7EQR3	6RTV,6RV9,6RV8,6RU1,6RV7,6RU2	Cerrena unicolor
3.1.1.117	C5BN23	6HSW	Teredinibacter turnerae
3.1.1.117	G0RV93	3PIC	Trichoderma reesei
3.1.1.117	G2QJR6	4G4J,4G4G,4G4I	Thermothelomyces thermophilus
3.1.1.17	B0RN69	3DR2	Xanthomonas campestris
3.1.1.2	B5BLW5	5L2P	Saccharolobus solfataricus
3.1.1.2	C4KKZ9	4G2D	Sulfolobus islandicus
3.1.1.2	P27169	1V04	Homo sapiens
3.1.1.20	B3Y018	4J0G,4J0D,4J0H,4J0K,3WA7,4J0C,3WA6,4JUI,4J0J,4J0I	Lactiplantibacillus plantarum
3.1.1.23	P82597	4KE6,3RLI,4KEA,3RM3,4KE9,4KE8,4LHE,4KE7	Bacillus sp. (in: Bacteria)
3.1.1.23	Q99685	3JWE,3PE6,4UUQ,7PRM,7ZPG,7L50,3JW8,6AX1,5ZUN,6BQ0,7L4U,7L4T,3HJU,7L4W	Homo sapiens
3.1.1.25	Q97VT7	4KEV,4KER,5VRK,5W3W,5VSA,5W3U,4KES,3UF9,4KEU,4KF1,5VRI,2VC7,4KEZ,5W3Z,4KET,2VC5	Saccharolobus solfataricus
3.1.1.29	P0A7D1	2PTH,3VJR	Escherichia coli
3.1.1.29	Q9Y3E5	1Q7S	Homo sapiens
3.1.1.3	P00591	1ETH	Sus scrofa
3.1.1.32	K0J3J2	4HYQ	Streptomyces albidoflavus
3.1.1.34	P06858	6OAU,6E7K,6WN4,6OB0,6OAZ	Homo sapiens
3.1.1.4	P59071	1SKG,2OTH,1CL5,1TK4,1Q7A,1ZR8,2PYC,2FNX,2G58,2OTF,1ZWP,1TJK,2PVT,1FB2,1FV0,2O1N,2ZBH,1OYF,1TG1,1TGM,2QU9,1TH6,3G8F,2DO2,4HMB,4QEM,1KPM,2DPZ,1TJ9,1TP2,1SXK,1SV3,1TDV,1Y38,4GFY,4QER,4EIX,1SQZ,1JQ8,2Q1P,2OUB,2B17,3H1X,1SV9,5VET,4QF7,4QGD,2OYF,2OLI,2GNS,2ARM,4FGA,4QMC,2PB8,2PWS,2QVD,3FO7,2QUE,1Q6V,1TG4,2PMJ,4QF8,3CBI,1OXL,1JQ9,2QHW,4GLD,1ZYX	Daboia russelii russelii
3.1.1.4	Q13093	5JAL,5LZ5,5JAR,5YEA,3F98,3D5E,3F9C,5LZ7,5YE7,5YE9,6M08,5I8P,5LZ2,3D59,3F96,5JAO,5LZ9,5JAD,5JAH,5LP1,6M06,5JAT,5JAU,3F97,5YE8,5LZ4,5JAS,5JAP,5LYY,5JAN,5I9I,5LZ8,6M07	Homo sapiens
3.1.1.4	P00592	5P2P,3O4M,3L30,1PIR,4P2P,2PHI,1PIS,2AZZ,1Y6O,1P2P,3FVJ,1FXF,1HN4,1Y6P,3QLM,1SFW,1FX9,2B04,2B03,1SFV,4G5I,1L8S,4DBK,3FVI,3P2P,4O1Y,2B01,2B00,3HSW,2AZY	Sus scrofa
3.1.1.41	Q9WXT2	3M83,3M82,5JIB,5FDF,1VLQ,5GMA,3M81,5HFN	Thermotoga maritima
3.1.1.43	Q8VRK8	2B4K,2B9V,1RYY,1NX9	Acetobacter pasteurianus
3.1.1.45	P0A115	4U2G,4U2F,4U2E,4U2D,1DIN,4P93,4U2C,4U2B	Pseudomonas knackmussii
3.1.1.57	O87170	4DI9,4D8L,4DIA,4DI8	Sphingomonas paucimobilis
3.1.1.59	Q9GPG0	2FJ0	Manduca sexta
3.1.1.6	P23872	4KRY,4KRX	Escherichia coli
3.1.1.7	P21836	6TD2,2WLS,3ZLT,5EIE,4A16,1J07,2JEY,5EIA,2GYW,2HA4,4B85,2JGJ,3DL7,2XUF,1N5M,2WHQ,2HA3,4B84,2HA6,2JGL,1J06,2XUJ,3ZLV,2WHP,2XUO,2XUP,7R3C,2Y2V,2HA2,1Q83,5FUM,2JGE,2XUK,4B83,5EIH,2C0P,2HA7,4A23,6FSD,1KU6,7QAK,4B7Z,7R4E,4BC0,4BC1,2JEZ,4B80,1Q84,5FKJ,2JGK,2HA5,2XUD,2JGF,2XUH,2JGM,7R0A,2WU3,3ZLU,1C2B,2C0Q,2XUG,2XUQ,3DL4,2GYU,4BTL,1MAA,2WHR,1C2O,6FSE,2XUI,5FPP,5EHZ,5OV9,2WU4,4B82,7R2F,2JGI,5HCU,5DTI,2GYV,2Y2U,7R02,4ARA,4B81,2JF0,7QB4,7QYN,5DTJ,5EHQ,1MAH,2H9Y,5EHN,1N5R,4ARB,2HA0	Mus musculus
3.1.1.7	P22303	6O5S,6NTG,4PQE,6O50,8DT5,6WUV,5HF6,6ZWE,6NTK,6O4W,5HF5,1VZJ,4M0E,5HF9,6CQZ,6WVC,5HF8,6CQW,4EY6,7RB7,1F8U,6NTO,4EY5,6WVQ,8AEV,7E3D,6CQY,6U3P,6WUZ,4EY8,6WUY,6WVO,6O52,1B41,4M0F,6O66,7D9P,6CQT,7RB6,6NTN,4EY7,6F25,6WV1,3LII,5HFA,5FOQ,6O69,6U37,6U34,6NTH,7D9Q,4BDT,6CQX,5FPQ,8AEN,6NEA,6O5V,7D9O,6WVP,6CQU,8DT7,4EY4,5HQ3,6NTM,6O4X,6O5R,6NTL,8DT2,7RB5,7XN1,8DT4,6CQV,7E3H,2X8B	Homo sapiens
3.1.1.73	A0A0M4UW33	5YAE,5YAL	Streptomyces cinnamoneus
3.1.1.73	A0A1D3S5H0	6FAT,8BHH	Fusarium oxysporum
3.1.1.73	E7DJY5	4ZRS	uncultured bacterium
3.1.1.73	F2YCB6	5CXX,5CXU	Anaeromyces mucronatus
3.1.1.73	O42807	2HL6,2BJH,1UZA,1UWC,2IX9,1USW	Aspergillus niger
3.1.1.73	Q3IL66	3LS2	Pseudoalteromonas haloplanktis
3.1.1.74	E9LVH8	5LUI	Thermobifida cellulosilytica
3.1.1.74	E9LVH9	5LUK,5LUL,5LUJ,7QJS	Thermobifida cellulosilytica
3.1.1.74	P00590	1CUA,1CUC,1CUG,1CUX,1CUE,1CUY,2CUT,3ESD,1XZE,1XZG,1CUB,1XZM,1FFC,3ESC,1CUD,1XZF,1XZK,1FFE,1XZJ,1FFD,1XZD,3EF3,3ESA,1OXM,3ESB,1FFA,3QPA,1CUJ,1XZH,1CUV,1XZI,1CUF,1CUU,1CEX,1CUW,1XZC,1CUI,1CUH,1XZA,1XZL,1CUS,3QPC,1CUZ,1AGY,1FFB,1XZB	Fusarium solani
3.1.1.74	P52956	3QPD,3GBS	Aspergillus oryzae
3.1.1.79	H6BDX1	5HC0,5HC3,5HC5,5HC4,5HC2	uncultured bacterium
3.1.1.79	Q0GMU2	3L1H,3G9T,3L1I,3H1B,3G9U,3H17,3V9A,3H19,3L1J,3FAK,3H18,3H1A,3G9Z	uncultured bacterium
3.1.1.8	P06276	4AXB,4XII,6EYF,6ZWI,2PM8,8CGO,2WSL,1P0I,5DYW,2XMG,4TPK,1P0Q,7Q1P,6QAE,7BO4,6I0C,5LKR,6RUA,6SAM,6QAA,7QBQ,6ESY,5DYT,1P0P,2XQF,7Q1O,7QHE,6EQP,4B0O,6R6W,2WIF,3DJY,2WID,6EQQ,7AMZ,4B0P,7AWG,7BGC,7QBR,6EP4,2WIJ,6QAC,7ZPB,2WIG,7AWH,4BBZ,4BDS,6EZ2,6XTA,2J4C,2Y1K,2XQK,6T9P,7AWI,2XQI,1XLV,2WIL,6QAB,6T9S,5DYY,5NN0,2XQG,2XQJ,3O9M,7Q1M,2XMB,6I0B,5K5E,8AI7,7Q1N,6I2T,2XMC,2WIK,6ESJ,1P0M,8AM2,1XLW,6QAD,7BO3,3DKK,6R6V,7AIY,4AQD,6F7Q,6EMI,7QHD,1XLU,2XMD,8AM1	Homo sapiens
3.1.1.81	A0A023DFE8	6N9Q,6N9I,6N9R	Parageobacillus caldoxylosilyticus
3.1.1.81	A3FJ64	5EHT,4J5H,4J5F	Bacillus thuringiensis
3.1.1.81	I7HB71	4ZO2,4ZO3	Chryseobacterium sp. StRB126
3.1.1.81	P0CJ63	2BTN,3DHC,5EH9,2BR6,3DHB,2A7M,3DHA,7L5F	Bacillus thuringiensis serovar kurstaki
3.1.1.81	T0BMH6	6CGY,6CH0,6CGZ	Alicyclobacillus acidoterrestris
3.1.1.84	Q9L9D7	3IDA,3PUH,3I2G,7F65,4P08,1JU3,3I2H,1L7Q,3I2K,3PUI,1L7R,3I2J,3I2I,1JU4,3I2F	Rhodococcus sp.
3.1.1.96	P0A6M4	1JKE	Escherichia coli
3.1.11.7	Q7Z2E3	6CVT,3KT9,4NDF,6CVQ,6CVP,6CVS,4NDI,6CVO,4NDG,6CVR,4NDH	Homo sapiens
3.1.13.1	P30850	2ID0,2IX1,2IX0	Escherichia coli
3.1.2.12	P40363	3C6B,4FOL,1PV1,4FLM	Saccharomyces cerevisiae
3.1.2.2	O00154	2QQ2	Homo sapiens
3.1.2.2	P0ADA1	5TIC,5TID,5TIF,1V2G,1JRL,1J00,5TIE,1IVN,6LFB,6LFC,1U8U	Escherichia coli
3.1.2.2	P49753	3HLK	Cricetulus griseus
3.1.2.2	P9WM67	3B18,2PFC	Mycobacterium tuberculosis
3.1.2.20	P44886	3BJK,1YLI	Haemophilus influenzae
3.1.2.20	P77712	1NJK	Escherichia coli
3.1.2.20	Q5T1C6	4AE8,4GAH	Homo sapiens
3.1.2.20	Q9NPJ3	3F5O,2F0X,2H4U	Homo sapiens
3.1.2.22	O75608	6QGN,1FJ2,6QGQ,5SYM,6QGS,6QGO	Homo sapiens
3.1.2.23	P56653	1LO7,1LO8,1LO9,1BVQ	Pseudomonas sp.
3.1.2.23	Q04416	1Q4U,3R36,1Q4T,3R3C,3R32,3R34,3R37,3R3A,3R3B,3R3F,3TEA,3R35,3R3D,1Q4S	Arthrobacter sp.
3.1.2.28	P0A8Y8	1VH9,4K4D,4K4C	Escherichia coli
3.1.2.28	P77781	1SBK,4K4A,4K4B,1VI8,4K49,1VH5	Escherichia coli
3.1.2.29	Q1EMV2	3KVI,3KX8,3KX7,3KUW,3P2R,3P2Q,3P2S,3KVU,3KW1,3P3I,3P3F,3KV7,3KVZ,3KV8,3KUV	Streptomyces cattleya
3.1.2.32	A0A0H2Z6F6	7TZ9,7TZA,7U6G	Pseudomonas aeruginosa
3.1.2.32	P20581	3DH8,5HIO,5HIQ,2Q0J,7R3E,2VW8,2Q0I,7R3J,8DQ0,8B4A,7KGW,8DQ1,5HIS,5HIP,7KGX,7R3F	Pseudomonas aeruginosa
3.1.2.6	Q16775	1QH5,1QH3	Homo sapiens
3.1.2.6	Q2PYN0	2P1E,2P18	Leishmania infantum
3.1.2.6	Q8ZRM2	2QED	Salmonella enterica subsp. enterica serovar Typhimurium
3.1.2.6	Q9SID3	2Q42,1XM8	Arabidopsis thaliana
3.1.21.2	P9WQ13	5ZHZ	Mycobacterium tuberculosis
3.1.26.12	P21513	2VRT,1SMX,1SLJ,3GCM,2C0B,2FYM,2VMK,3GME,3H8A,6G63,2BX2,3H1C,8B0J,1SN8,2C4R,5F6C	Escherichia coli
3.1.26.3	P0A7Y0	7R97	Escherichia coli
3.1.26.4	O29634	3P83,1I3A,1I39	Archaeoglobus fulgidus
3.1.26.4	O67644	3VN5	Aquifex aeolicus
3.1.26.4	O75792	3PUF,3P56	Homo sapiens
3.1.26.4	Q6L6Q4	3ASM,2D0C,2D0B,2D0A	Geobacillus stearothermophilus
3.1.26.5	Q66GI4	4G26,4G25,6BV9,4G23,6LVR,6BV5,6BV6,6BV8,4G24	Arabidopsis thaliana
3.1.3.1	B0R9W3	2X98	Halobacterium salinarum
3.1.3.1	P00634	1ANI,1AJB,1ALI,1ELX,2ANH,1KHL,1KH9,6PRJ,3BDF,6PRQ,7JNE,7JN9,7N6K,3DYC,7JN8,6PQM,1AJA,5GAG,5JTP,7N6L,1ED9,1KH5,3BDG,1KHJ,6PQ2,5JTO,1B8J,1ALJ,6PQE,1KH4,7JMM,1ELZ,1URA,1EW9,1KHN,1URB,1ELY,3CMR,4YR1,6PRI,1HQA,2G9Y,5GAH,1ALH,1KHK,6PSI,1Y7A,1Y6V,2GA3,7N6M,5JTN,1AJC,4KM4,2MLZ,1ANJ,2MLY,1AJD,1ALK,5GAF,5GAD,5TPQ,1HJK,5JTM,6PPT,7N6J,2MLX,3TG0,1EW8,5JTL,1ED8,3DPC,5C66,3BDH,1KH7	Escherichia coli
3.1.3.103	Q8A712	3E8M,3E84,4HGR,3E81,4HGQ,4HGO	Bacteroides thetaiotaomicron
3.1.3.104	Q8A947	4JB3	Bacteroides thetaiotaomicron
3.1.3.106	P34913	5AK5,3WKA,5ALH,4Y2U,5AI5,4Y2Q,4C4Z,4OCZ,3ANT,3I28,5AI9,5ALE,4OD0,5ALN,5ALR,1ZD2,4Y2S,5AKZ,3WK6,5ALF,5ALP,3WKD,5ALM,3WK9,4HAI,3WKC,3ANS,4Y2Y,3I1Y,5AI0,5AIA,5AK6,5AKK,7EBA,5ALI,1ZD3,1VJ5,5ALK,5AKG,3KOO,5AKE,5AM0,4Y2J,5ALQ,6I5G,3WK7,5ALT,3WKB,5ALL,6I5E,5AKH,5AKX,1ZD5,4X6X,5ALG,4C4Y,5AKY,5AI8,5ALY,5ALU,5ALO,5ALW,5ALZ,3PDC,4Y2R,3WK5,4Y2X,1ZD4,4Y2T,5AK4,5AIC,4Y2V,3WKE,5AKJ,5AM3,3OTQ,5AIB,5ALJ,5AI6,5AM1,4J03,5AM2,6AUM,4C4X,5AM5,5AM4,3WK8,5ALX,1S8O,4Y2P,5AKI,3WK4,5AHX,4X6Y,4JNC,5AK3,5ALV,5ALS,5ALD,5AI4,5MWA,5FP0,5AKL	Homo sapiens
3.1.3.108	O30298	1LBV,6B66,1LBZ,6B5Z,1LBX,6B62,6B61,6B63,6B65,1LBY,6B64,1LBW,6B60	Archaeoglobus fulgidus
3.1.3.108	Q57573	1G0H,1G0I,1DK4	Methanocaldococcus jannaschii
3.1.3.11	F9VMT6	1UMG,3R1M	Sulfurisphaera tokodaii
3.1.3.11	O97193	5OEY,5OEZ,5OFU	Leishmania major
3.1.3.11	P00636	4GWY,2F3B,1NV2,4H45,1YYZ,3FBP,1NV6,1NV7,1RDZ,1FBF,4GX4,2FBP,1NUZ,1CNQ,1FPJ,1NUY,1EYI,4GWX,1KZ8,1YXI,1FBD,1NV4,1FPB,5FBP,1Q9D,2QVV,4GWS,1FBG,1EYJ,1NUX,2F3D,1NV5,4GBW,4GWU,1NV0,1FPD,4GWZ,1FBC,4H46,1FRP,1FSA,1FPG,1FBP,1LEV,1RDY,4KXP,1FPK,4GX3,1FJ6,1FBH,1YZ0,1RDX,1EYK,1NUW,4GX6,1FBE,1FPL,2QVU,1NV1,4GWW,1FPF,4FBP,1FPE,4GBV,1NV3,1FJ9,1FPI	Sus scrofa
3.1.3.11	P09467	7CVH,5Q05,7CWE,7CVN,5Q06,6LW2,3A29,5Q04,5Q01,5PZS,5LDZ,7WJV,5PZW,5PZQ,5Q02,2WBB,2JJK,3KC1,1FTA,5PZU,5PZT,5Q03,5Q07,5Q08,2Y5K,2FHY,5PZY,2VT5,7EZF,3KC0,2WBD,2Y5L,2FIX,7WVB,2FIE,5PZV,5PZR,4MJO,7EZR,5PZX,5Q09,5Q0A,5Q0B,3KBZ,7EZP,6LS5,5PZZ,5Q00,7C9Q	Homo sapiens
3.1.3.11	P0A993	2OWZ,2Q8M,2GQ1,2OX3,2QVR	Escherichia coli
3.1.3.11	P0A9C9	3D1R,2R8T,1NI9,3BIG,3BIH	Escherichia coli
3.1.3.11	P36136	3LG2,3F3K,3OI7,3LL4	Saccharomyces cerevisiae
3.1.3.11	P73922	3ROJ,3RPL	Synechocystis sp.
3.1.3.11	P9WN21	6AYU,6AYY,6AYV	Mycobacterium tuberculosis
3.1.3.11	Q8TZH9	1XI6	Pyrococcus furiosus
3.1.3.11	P46275	1D9Q,1DCU,1DBZ	Pisum sativum
3.1.3.12	A8NS89	5E0O,4OFZ	Brugia malayi
3.1.3.12	P9WFZ5	5GVX	Mycobacterium tuberculosis
3.1.3.15	G7J7Q5	5EQA,5EQ7,5EQ9,5EQ8,5T3J	Medicago truncatula
3.1.3.15	P95189	5YHT,5ZON	Mycobacterium tuberculosis
3.1.3.15	Q02150	4GK8,4GC3,4GYF	Lactococcus lactis subsp. lactis
3.1.3.16	P62136	3E7B,4G9J,3HVQ,3EGG,6OBP,6ZEG,6ZEE,6DCX,8DWK,7QFB,6OBN,6G0J,7T0Y,7QM2,6OBU,6DNO,6ZEJ,6G0I,7UPI,8DWL,6ALZ,7TVF,4XPN,5IOH,3V4Y,6OBQ,6ZEI,3EGH,6OBR,7TXH,6ZK6,4MP0,6ZEF,3N5U,6CZO,3E7A,4MOV,4MOY,6ZEH,6GHM,6OBS	Homo sapiens
3.1.3.16	Q8X270	5Z5A,5Z5B,5Z59	Thermococcus kodakarensis
3.1.3.16	Q96HS1	7QAM,6CNL,6CNI,7QAP,3O0T,3MXO,5MUF,7QAO,7QAL	Homo sapiens
3.1.3.18	Q8CHP8	4BKM,7POE,7PO7	Mus musculus
3.1.3.18	Q9HLQ2	1KYT,1L6R	Thermoplasma acidophilum
3.1.3.2	B9VWB2	3PCT	Pasteurella multocida
3.1.3.2	P09889	1UTE,7OV8,7OV2,5UQ6,7OV3	Sus scrofa
3.1.3.2	P0AE22	3CZ4,1N9K,1N8N,2B82,2B8J,2G1A,1RMY,1RMQ,2HEG,1RMT,2HF7	Escherichia coli
3.1.3.2	P15309	2HPA,2MG0,1ND5,2L77,7ZZV,3PPD,1CVI,1ND6,2L79,2L3H	Homo sapiens
3.1.3.2	P26093	3OCY,3OCV,3OCW,3SF0,3OCU,3OCZ,3OCX	Haemophilus influenzae
3.1.3.2	Q71EB8	2IPB	Salmonella enterica subsp. enterica serovar Typhimurium
3.1.3.2	Q9APF7	5CDH	Legionella pneumophila
3.1.3.2	Q9ZVL6	3PTJ,3PVH,3PW9	Arabidopsis thaliana
3.1.3.2	P24666	1XWW,3N8I,4Z99,4Z9A,4Z9B,5JNR,5JNS,5JNT,5KQG,5KQL,5KQM,5KQP,5PNT,6Y2V,6Y2W,7KH8,7UW6	Homo sapiens
3.1.3.21	O33194	4I9G	Mycobacterium tuberculosis
3.1.3.25	P0ADG4	6IB7,6IB8,2QFL,6TQN,6TQO	Escherichia coli
3.1.3.26	A2TBB4	2GFI	Debaryomyces castellii
3.1.3.26	P07102	4TSR,7Z2S,1DKL,7Z32,1DKQ,1DKN,7Z2T,7Z2W,7Z2Y,7Z3V,1DKO,1DKM,7Z1J,1DKP	Escherichia coli
3.1.3.27	P0A924	4PX7,5JWY	Escherichia coli
3.1.3.3	B6YX36	4B6J,4AP9	Thermococcus onnurineus
3.1.3.3	D3DFG8	4IJ5,4IJ6	Hydrogenobacter thermophilus
3.1.3.45	P45314	1J8D,4HGP,1K1E	Haemophilus influenzae
3.1.3.48	P17706	1L8K,7F5O,6ZZ4,7F5N	Homo sapiens
