EC_number	Organism_name	Protein_file	Mol_file	pH	Temperature	kcat_value_with_ref
4.4.1.11	Citrobacter freundii	3MKJ.pdb	mol_856.sdf	-----	-----	[(6.5, '40,60'), (6.2, "{40: 'A gene encoding L-methionine gamma-lyase is present in Enterobacteriaceae family genomes: identification and characterization of Citrobacter freundii L-methionine gamma-lyase. J,2005', 44: 'L-methionine gamma-lyase from Citrobacter freundii: cloning of the gene and kinetic parameters of the enzyme,2006', 67: 'Kinetic and spectral parameters of interaction of Citrobacter freundii methionine gamma-lyase with amino acids,2010'}")]
4.4.1.11	Citrobacter freundii	3MKJ.pdb	mol_5212.sdf	-----	-----	[(8.51, '40'), (5.1, '40,60')]
4.4.1.11	Citrobacter freundii	3MKJ.pdb	mol_2486.sdf	-----	-----	[(6.78, '40'), (6.2, '40,60')]
4.4.1.11	Citrobacter freundii	3MKJ.pdb	mol_5078.sdf	-----	-----	[(6.8, '40'), (5.03, '40')]
4.4.1.11	Citrobacter freundii	3MKJ.pdb	mol_5076.sdf	-----	-----	[(10.9, '40'), (8.16, '40')]
4.4.1.11	Citrobacter freundii	3MKJ.pdb	mol_721.sdf	-----	-----	[(2.33, '40'), (2.24, '40')]
4.4.1.11	Citrobacter freundii	3MKJ.pdb	mol_1016.sdf	-----	-----	[(5.97, '40'), (4.6, "{40: 'A gene encoding L-methionine gamma-lyase is present in Enterobacteriaceae family genomes: identification and characterization of Citrobacter freundii L-methionine gamma-lyase. J,2005', 44: 'L-methionine gamma-lyase from Citrobacter freundii: cloning of the gene and kinetic parameters of the enzyme,2006'}")]
4.4.1.11	Entamoeba histolytica	3ACZ.pdb	mol_5212.sdf	7	37°C	[(3.91, '45'), (3.13, '45')]
4.6.1.17	Escherichia coli	4PYD.pdb	mol_5246.sdf	-----	-----	[(0.0093, '7'), (0.0088, '7')]
5.1.2.2	Pseudomonas putida	4X2P.pdb	mol_5288.sdf	7.5	25°C	[(70.0, '50'), (46.0, '50')]
5.1.2.2	Pseudomonas putida	4X2P.pdb	mol_5285.sdf	7.5	-----	[(70.0, '44'), (46.0, '44')]
5.1.2.2	Pseudomonas putida	4X2P.pdb	mol_5289.sdf	7.5	25°C	[(38.4, "{44: 'Mutational analysis of the active site flap (20s loop) of mandelate racemase,2008'}"), (25.0, '31'), (32.0, "{44: 'Mutational analysis of the active site flap (20s loop) of mandelate racemase,2008'}")]
5.1.2.2	Pseudomonas putida	4X2P.pdb	mol_391.sdf	7.5	25°C	[(792.0, '46'), (620.0, "{44: 'Mutational analysis of the active site flap (20s loop) of mandelate racemase,2008'}"), (552.0, "{44: 'Mutational analysis of the active site flap (20s loop) of mandelate racemase,2008'}")]
5.1.2.2	Pseudomonas putida	4X2P.pdb	mol_557.sdf	7.5	25°C	[(637.0, '46'), (470.0, "{44: 'Mutational analysis of the active site flap (20s loop) of mandelate racemase,2008'}"), (492.0, "{44: 'Mutational analysis of the active site flap (20s loop) of mandelate racemase,2008'}")]
5.1.2.2	Pseudomonas putida	4X2P.pdb	mol_391.sdf	7.5	-----	[(620.0, "{44: 'Mutational analysis of the active site flap (20s loop) of mandelate racemase,2008'}"), (552.0, "{44: 'Mutational analysis of the active site flap (20s loop) of mandelate racemase,2008'}")]
5.1.2.2	Pseudomonas putida	4X2P.pdb	mol_5289.sdf	7.5	-----	[(38.4, "{44: 'Mutational analysis of the active site flap (20s loop) of mandelate racemase,2008'}"), (32.0, "{44: 'Mutational analysis of the active site flap (20s loop) of mandelate racemase,2008'}")]
5.1.3.2	Thermotoga maritima	4ZRN.pdb	mol_264.sdf	7	80°C	[(14677.0, '112'), (7757.0, '112')]
5.1.3.2	Thermotoga maritima	4ZRN.pdb	mol_2099.sdf	7	80°C	[(14677.0, '112'), (7757.0, '112')]
5.3.3.1	Comamonas testosteroni	6UAD.pdb	mol_5333.sdf	7	25°C	[(31700.0, '49'), (31680.0, '49')]
5.4.99.5	Arabidopsis thaliana	4PPU.pdb	mol_2512.sdf	8	-----	[(16.1, '105'), (16.0, "{44: 'Use of site-directed mutagenesis to identify residues specific for each reaction catalyzed by chorismate mutase-prephenate dehydrogenase from Escherichia coli,1998', 100: 'Evolution of allosteric regulation in chorismate mutases from early plants. Biochem,2017'}")]
5.5.1.6	Medicago sativa	1EYQ.pdb	mol_5399.sdf	7.5	25°C	[(5530.0, '28'), (5526.0, '28')]
5.5.1.6	Medicago sativa	1EYQ.pdb	mol_5396.sdf	7.5	25°C	[(671000.0, '28'), (670800.0, '28')]
5.6.2.2	Homo sapiens	5NNE.pdb	mol_810.sdf	7.9	30°C	[(2.7, '302'), (2.05, '302')]
6.1.1.2	Geobacillus stearothermophilus	1I6K.pdb	mol_718.sdf	7.5	37°C	[(5.45, '75'), (4.88, '75')]
6.1.1.3	Escherichia coli	1TKE.pdb	mol_5437.sdf	7.2	37°C	[(22.0, '28'), (21.0, '28')]
6.1.1.3	Escherichia coli	1TKE.pdb	mol_106.sdf	7.2	37°C	[(30.0, '28'), (26.0, '28')]
6.2.1.64	Homo sapiens	5JJM.pdb	mol_810.sdf	-----	-----	[(3.5, '1'), (3.1, '1')]
6.3.2.49	Bacillus subtilis	3WNZ.pdb	mol_815.sdf	7.1	37°C	[(7.7, '11'), (7.2, '11')]
6.3.4.14	Escherichia coli	2W70.pdb	mol_4930.sdf	8	30°C	[(0.36, '59'), (0.3, '59'), (0.32, '59'), (0.31, '59')]
6.3.4.4	Escherichia coli	2GCQ.pdb	mol_1409.sdf	-----	22°C	[(1.0, '62'), (0.96, '62')]
6.3.4.6	Kluyveromyces lactis	3VA7.pdb	mol_4634.sdf	8	-----	[(13.9, '22'), (10.07, '22')]
6.3.5.2	Escherichia coli	1GPM.pdb	mol_5511.sdf	8.5	37°C	[(23.0, '57'), (13.3, '57')]
