EC_number,Organism_name,Protein_file,Mol_file,pH,Temperature,Km_value_with_ref,Value_to_be_retained_for_model,pH,Temperature,Error,Comments
2.5.1.47,Microcystis aeruginosa,4LMB.pdb,mol_2403.sdf,7,25°C,"[(2.3, '141'), (1.1, '141'), (2.3, '141'), (4.8, '141'), (1.1, '141'), (2.3, '141'), (1.1, '141'), (4.8, '141'), (4.8, '141'), (2.3, '141'), (4.8, '141'), (1.1, '141')]","(2.3, '141')",7,25°C,-----,CysK2 isoform only considered as per crystal structure
2.5.1.47,Microcystis aeruginosa,4LMA.pdb,mol_2403.sdf,7,25°C,"[(1.8, '141'), (1.0, ""{21: 'O-acetylserine sulfhydrylase and S-sulfocysteine synthase activities of Chromatium vinosum. Arch,1981', 102: 'Effect of mutation of lysine-120, located at the entry to the active site of O-acetylserine sulfhydrylase-A from Salmonella typhimurium. Biochim. Biophys,2008', 141: 'Structural and biochemical analyses of Microcystis aeruginosa O-acetylserine sulfhydrylases reveal a negative feedback regulation of cysteine biosynthesis. Biochim. Biophys,2014'}""), (1.8, '141'), (3.5, ""{15: 'Chloroplast cysteine synthases of Trifolium repens and Pisum sativum,1978', 141: 'Structural and biochemical analyses of Microcystis aeruginosa O-acetylserine sulfhydrylases reveal a negative feedback regulation of cysteine biosynthesis. Biochim. Biophys,2014'}""), (1.0, ""{21: 'O-acetylserine sulfhydrylase and S-sulfocysteine synthase activities of Chromatium vinosum. Arch,1981', 102: 'Effect of mutation of lysine-120, located at the entry to the active site of O-acetylserine sulfhydrylase-A from Salmonella typhimurium. Biochim. Biophys,2008', 141: 'Structural and biochemical analyses of Microcystis aeruginosa O-acetylserine sulfhydrylases reveal a negative feedback regulation of cysteine biosynthesis. Biochim. Biophys,2014'}""), (1.8, '141'), (1.0, ""{21: 'O-acetylserine sulfhydrylase and S-sulfocysteine synthase activities of Chromatium vinosum. Arch,1981', 102: 'Effect of mutation of lysine-120, located at the entry to the active site of O-acetylserine sulfhydrylase-A from Salmonella typhimurium. Biochim. Biophys,2008', 141: 'Structural and biochemical analyses of Microcystis aeruginosa O-acetylserine sulfhydrylases reveal a negative feedback regulation of cysteine biosynthesis. Biochim. Biophys,2014'}""), (3.5, ""{15: 'Chloroplast cysteine synthases of Trifolium repens and Pisum sativum,1978', 141: 'Structural and biochemical analyses of Microcystis aeruginosa O-acetylserine sulfhydrylases reveal a negative feedback regulation of cysteine biosynthesis. Biochim. Biophys,2014'}""), (3.5, ""{15: 'Chloroplast cysteine synthases of Trifolium repens and Pisum sativum,1978', 141: 'Structural and biochemical analyses of Microcystis aeruginosa O-acetylserine sulfhydrylases reveal a negative feedback regulation of cysteine biosynthesis. Biochim. Biophys,2014'}""), (1.8, '141'), (3.5, ""{15: 'Chloroplast cysteine synthases of Trifolium repens and Pisum sativum,1978', 141: 'Structural and biochemical analyses of Microcystis aeruginosa O-acetylserine sulfhydrylases reveal a negative feedback regulation of cysteine biosynthesis. Biochim. Biophys,2014'}""), (1.0, ""{21: 'O-acetylserine sulfhydrylase and S-sulfocysteine synthase activities of Chromatium vinosum. Arch,1981', 102: 'Effect of mutation of lysine-120, located at the entry to the active site of O-acetylserine sulfhydrylase-A from Salmonella typhimurium. Biochim. Biophys,2008', 141: 'Structural and biochemical analyses of Microcystis aeruginosa O-acetylserine sulfhydrylases reveal a negative feedback regulation of cysteine biosynthesis. Biochim. Biophys,2014'}"")]","(1.8, '141')",7,25°C,-----,CysK1 isoform only considered as per crystal structure
2.5.1.54,Escherichia coli,8E0S.pdb,mol_2444.sdf,6.8,25°C,"[(2.0, '56'), (21.0, ""{56: 'Substrate deactivation of phenylalanine-sensitive 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase by erythrose 4-phosphate,2001'}""), (21.0, ""{56: 'Substrate deactivation of phenylalanine-sensitive 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase by erythrose 4-phosphate,2001'}""), (2.0, '56')]","(2.0, '56')",6.8,25°C,-----,Wrong data curation in BRENDA
2.5.1.54,Pyrococcus furiosus,4C1K.pdb,mol_2444.sdf,6.8,60°C,"[(0.062, '62'), (0.033, '62'), (0.062, '62'), (0.036, '62'), (0.062, '62'), (0.093, '62'), (0.033, '62'), (0.062, '62'), (0.033, '62'), (0.036, '62'), (0.033, '62'), (0.093, '62'), (0.036, '62'), (0.062, '62'), (0.036, '62'), (0.033, '62'), (0.036, '62'), (0.093, '62'), (0.093, '62'), (0.062, '62'), (0.093, '62'), (0.033, '62'), (0.093, '62'), (0.036, '62')]",-----,6.8,60°C,Effect of cosubstrates,-----
2.5.1.54,Pyrococcus furiosus,4C1K.pdb,mol_1872.sdf,6.8,60°C,"[(0.009, '62'), (0.028, ""{70: 'Expression, purification, and characterization of 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase from Pyrococcus furiosus. Protein Expr,2004', 93: 'Allosteric inhibitor specificity of Thermotoga maritima 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase,2013'}""), (0.028, ""{70: 'Expression, purification, and characterization of 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase from Pyrococcus furiosus. Protein Expr,2004', 93: 'Allosteric inhibitor specificity of Thermotoga maritima 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase,2013'}""), (0.009, '62')]","[(0.009, '62'), (0.028, '70')]",6.8,60°C,-----,Both values are correct
2.5.1.55,Aquifex aeolicus,3E12.pdb,mol_2480.sdf,7.5,40°C,"[(0.0005, '43'), (0.002, '43'), (0.0005, '43'), (0.00318, '43'), (0.0005, '43'), (0.00156, '43'), (0.0005, '43'), (0.00123, '43'), (0.002, '43'), (0.0005, '43'), (0.002, '43'), (0.00318, '43'), (0.002, '43'), (0.00156, '43'), (0.002, '43'), (0.00123, '43'), (0.00318, '43'), (0.0005, '43'), (0.00318, '43'), (0.002, '43'), (0.00318, '43'), (0.00156, '43'), (0.00318, '43'), (0.00123, '43'), (0.00156, '43'), (0.0005, '43'), (0.00156, '43'), (0.002, '43'), (0.00156, '43'), (0.00318, '43'), (0.00156, '43'), (0.00123, '43'), (0.00123, '43'), (0.0005, '43'), (0.00123, '43'), (0.002, '43'), (0.00123, '43'), (0.00318, '43'), (0.00123, '43'), (0.00156, '43')]","[(0.0005, '43'), (0.002, '43'), (0.00318, '43'), (0.00156, '43'), (0.00123, '43')]",7.5,40°C,-----,Effect of ions not considered for the model
2.5.1.55,Aquifex aeolicus,3E12.pdb,mol_2444.sdf,5,40°C,"[(4e-05, '43'), (6.6e-06, '43'), (6.6e-06, '43'), (4e-05, '43')]","[(4e-05, '43'), (6.6e-06, '43')]",5,40°C,-----,Effect of ions not considered for the model
2.5.1.55,Aquifex aeolicus,3E12.pdb,mol_2480.sdf,5,40°C,"[(0.00227, '43'), (0.01926, '43'), (0.01926, '43'), (0.00227, '43')]","[(0.00227, '43'), (0.01926, '43')]",5,40°C,-----,Effect of ions not considered for the model
2.5.1.6,Escherichia coli,7R2W.pdb,mol_810.sdf,-----,-----,"[(0.045, '39'), (0.026, '39'), (0.045, '39'), (0.073, '39'), (0.045, '39'), (0.087, '39'), (0.045, '39'), (0.069, '39'), (0.026, '39'), (0.045, '39'), (0.026, '39'), (0.073, '39'), (0.026, '39'), (0.087, '39'), (0.026, '39'), (0.069, '39'), (0.073, '39'), (0.045, '39'), (0.073, '39'), (0.026, '39'), (0.073, '39'), (0.087, '39'), (0.073, '39'), (0.069, '39'), (0.087, '39'), (0.045, '39'), (0.087, '39'), (0.026, '39'), (0.087, '39'), (0.073, '39'), (0.087, '39'), (0.069, '39'), (0.069, '39'), (0.045, '39'), (0.069, '39'), (0.026, '39'), (0.069, '39'), (0.073, '39'), (0.069, '39'), (0.087, '39')]","(0.073, '39')",-----,-----,-----,Wrong data curation in our code
2.5.1.6,Escherichia coli,7R2W.pdb,mol_856.sdf,-----,-----,"[(0.49, '39'), (0.23, '39'), (0.49, '39'), (0.62, '39'), (0.49, '39'), (0.77, '39'), (0.49, '39'), (0.092, '39'), (0.49, '39'), (0.3, ""{37: 'Enzymatic properties of S-adenosylmethionine synthetase from the archaeon Methanococcus jannaschii. J. Biol,2002', 39: 'The active site loop of S-adenosylmethionine synthetase modulates catalytic efficiency,2002', 87: 'Subunit association as the stabilizing determinant for archaeal methionine adenosyltransferases. Biochim. Biophys,2009', 125: 'Semi-rationally engineered variants of S-adenosylmethionine synthetase from Escherichia coli with reduced product inhibition and improved catalytic activity. Enzyme Microb,2019'}""), (0.23, '39'), (0.49, '39'), (0.23, '39'), (0.62, '39'), (0.23, '39'), (0.77, '39'), (0.23, '39'), (0.092, '39'), (0.23, '39'), (0.3, ""{37: 'Enzymatic properties of S-adenosylmethionine synthetase from the archaeon Methanococcus jannaschii. J. Biol,2002', 39: 'The active site loop of S-adenosylmethionine synthetase modulates catalytic efficiency,2002', 87: 'Subunit association as the stabilizing determinant for archaeal methionine adenosyltransferases. Biochim. Biophys,2009', 125: 'Semi-rationally engineered variants of S-adenosylmethionine synthetase from Escherichia coli with reduced product inhibition and improved catalytic activity. Enzyme Microb,2019'}""), (0.62, '39'), (0.49, '39'), (0.62, '39'), (0.23, '39'), (0.62, '39'), (0.77, '39'), (0.62, '39'), (0.092, '39'), (0.62, '39'), (0.3, ""{37: 'Enzymatic properties of S-adenosylmethionine synthetase from the archaeon Methanococcus jannaschii. J. Biol,2002', 39: 'The active site loop of S-adenosylmethionine synthetase modulates catalytic efficiency,2002', 87: 'Subunit association as the stabilizing determinant for archaeal methionine adenosyltransferases. Biochim. Biophys,2009', 125: 'Semi-rationally engineered variants of S-adenosylmethionine synthetase from Escherichia coli with reduced product inhibition and improved catalytic activity. Enzyme Microb,2019'}""), (0.77, '39'), (0.49, '39'), (0.77, '39'), (0.23, '39'), (0.77, '39'), (0.62, '39'), (0.77, '39'), (0.092, '39'), (0.77, '39'), (0.3, ""{37: 'Enzymatic properties of S-adenosylmethionine synthetase from the archaeon Methanococcus jannaschii. J. Biol,2002', 39: 'The active site loop of S-adenosylmethionine synthetase modulates catalytic efficiency,2002', 87: 'Subunit association as the stabilizing determinant for archaeal methionine adenosyltransferases. Biochim. Biophys,2009', 125: 'Semi-rationally engineered variants of S-adenosylmethionine synthetase from Escherichia coli with reduced product inhibition and improved catalytic activity. Enzyme Microb,2019'}""), (0.092, '39'), (0.49, '39'), (0.092, '39'), (0.23, '39'), (0.092, '39'), (0.62, '39'), (0.092, '39'), (0.77, '39'), (0.092, '39'), (0.3, ""{37: 'Enzymatic properties of S-adenosylmethionine synthetase from the archaeon Methanococcus jannaschii. J. Biol,2002', 39: 'The active site loop of S-adenosylmethionine synthetase modulates catalytic efficiency,2002', 87: 'Subunit association as the stabilizing determinant for archaeal methionine adenosyltransferases. Biochim. Biophys,2009', 125: 'Semi-rationally engineered variants of S-adenosylmethionine synthetase from Escherichia coli with reduced product inhibition and improved catalytic activity. Enzyme Microb,2019'}""), (0.3, ""{37: 'Enzymatic properties of S-adenosylmethionine synthetase from the archaeon Methanococcus jannaschii. J. Biol,2002', 39: 'The active site loop of S-adenosylmethionine synthetase modulates catalytic efficiency,2002', 87: 'Subunit association as the stabilizing determinant for archaeal methionine adenosyltransferases. Biochim. Biophys,2009', 125: 'Semi-rationally engineered variants of S-adenosylmethionine synthetase from Escherichia coli with reduced product inhibition and improved catalytic activity. Enzyme Microb,2019'}""), (0.49, '39'), (0.3, ""{37: 'Enzymatic properties of S-adenosylmethionine synthetase from the archaeon Methanococcus jannaschii. J. Biol,2002', 39: 'The active site loop of S-adenosylmethionine synthetase modulates catalytic efficiency,2002', 87: 'Subunit association as the stabilizing determinant for archaeal methionine adenosyltransferases. Biochim. Biophys,2009', 125: 'Semi-rationally engineered variants of S-adenosylmethionine synthetase from Escherichia coli with reduced product inhibition and improved catalytic activity. Enzyme Microb,2019'}""), (0.23, '39'), (0.3, ""{37: 'Enzymatic properties of S-adenosylmethionine synthetase from the archaeon Methanococcus jannaschii. J. Biol,2002', 39: 'The active site loop of S-adenosylmethionine synthetase modulates catalytic efficiency,2002', 87: 'Subunit association as the stabilizing determinant for archaeal methionine adenosyltransferases. Biochim. Biophys,2009', 125: 'Semi-rationally engineered variants of S-adenosylmethionine synthetase from Escherichia coli with reduced product inhibition and improved catalytic activity. Enzyme Microb,2019'}""), (0.62, '39'), (0.3, ""{37: 'Enzymatic properties of S-adenosylmethionine synthetase from the archaeon Methanococcus jannaschii. J. Biol,2002', 39: 'The active site loop of S-adenosylmethionine synthetase modulates catalytic efficiency,2002', 87: 'Subunit association as the stabilizing determinant for archaeal methionine adenosyltransferases. Biochim. Biophys,2009', 125: 'Semi-rationally engineered variants of S-adenosylmethionine synthetase from Escherichia coli with reduced product inhibition and improved catalytic activity. Enzyme Microb,2019'}""), (0.77, '39'), (0.3, ""{37: 'Enzymatic properties of S-adenosylmethionine synthetase from the archaeon Methanococcus jannaschii. J. Biol,2002', 39: 'The active site loop of S-adenosylmethionine synthetase modulates catalytic efficiency,2002', 87: 'Subunit association as the stabilizing determinant for archaeal methionine adenosyltransferases. Biochim. Biophys,2009', 125: 'Semi-rationally engineered variants of S-adenosylmethionine synthetase from Escherichia coli with reduced product inhibition and improved catalytic activity. Enzyme Microb,2019'}""), (0.092, '39')]","(0.092, '39')",-----,-----,-----,Wrong data curation in our code
2.5.1.6,Rattus norvegicus,1QM4.pdb,mol_2483.sdf,-----,-----,"[(1.12, '51'), (0.246, '51'), (0.246, '51'), (1.12, '51')]",-----,-----,-----,Effect of cosubstrates,-----
2.5.1.6,Saccharolobus solfataricus,4L7I.pdb,mol_810.sdf,8,65°C,"[(0.0145, '101'), (0.0592, '101'), (0.0592, '101'), (0.0145, '101')]",-----,8,65°C,Effect of cosubstrates,-----
2.5.1.6,Escherichia coli,7R2W.pdb,mol_856.sdf,8,37°C,"[(0.18, ""{44: 'Conformational dynamics of the active site loop of S-adenosylmethionine synthetase illuminated by site-directed spin labeling. Arch. Biochem,2003', 124: 'Enzymatic synthesis of S-adenosylmethionine using immobilized methionine adenosyltransferase variants on the 50-mM scale,2017'}""), (0.08, ""{23: 'Chromosomal localization and catalytic properties of the recombinant alpha subunit of human lymphocyte methionine adenosyltransferase. J. Biol,1995', 30: 'Structural requirements for catalysis and dimerization of human methionine adenosyltransferase I/III. Arch. Biochem,2000', 125: 'Semi-rationally engineered variants of S-adenosylmethionine synthetase from Escherichia coli with reduced product inhibition and improved catalytic activity. Enzyme Microb,2019'}""), (0.08, ""{23: 'Chromosomal localization and catalytic properties of the recombinant alpha subunit of human lymphocyte methionine adenosyltransferase. J. Biol,1995', 30: 'Structural requirements for catalysis and dimerization of human methionine adenosyltransferase I/III. Arch. Biochem,2000', 125: 'Semi-rationally engineered variants of S-adenosylmethionine synthetase from Escherichia coli with reduced product inhibition and improved catalytic activity. Enzyme Microb,2019'}""), (0.18, ""{44: 'Conformational dynamics of the active site loop of S-adenosylmethionine synthetase illuminated by site-directed spin labeling. Arch. Biochem,2003', 124: 'Enzymatic synthesis of S-adenosylmethionine using immobilized methionine adenosyltransferase variants on the 50-mM scale,2017'}"")]","(0.08, '23')",8,37°C,-----,Wrong data curation in our code
2.5.1.6,Homo sapiens,7RWG.pdb,mol_856.sdf,-----,-----,"[(0.022, ""{22: 'Characterization of distinct forms of methionine adenosyltransferase in nucleated, and mature human erythrocytes and erythroleukemic cells. Biochim. Biophys,1994', 33: 'Cloning, expression, and functional characterization of the b regulatory subunit of human methionine adenosyltransferase (MAT II). J. Biol,2000'}""), (0.08, ""{23: 'Chromosomal localization and catalytic properties of the recombinant alpha subunit of human lymphocyte methionine adenosyltransferase. J. Biol,1995', 30: 'Structural requirements for catalysis and dimerization of human methionine adenosyltransferase I/III. Arch. Biochem,2000', 125: 'Semi-rationally engineered variants of S-adenosylmethionine synthetase from Escherichia coli with reduced product inhibition and improved catalytic activity. Enzyme Microb,2019'}""), (0.08, ""{23: 'Chromosomal localization and catalytic properties of the recombinant alpha subunit of human lymphocyte methionine adenosyltransferase. J. Biol,1995', 30: 'Structural requirements for catalysis and dimerization of human methionine adenosyltransferase I/III. Arch. Biochem,2000', 125: 'Semi-rationally engineered variants of S-adenosylmethionine synthetase from Escherichia coli with reduced product inhibition and improved catalytic activity. Enzyme Microb,2019'}""), (0.022, ""{22: 'Characterization of distinct forms of methionine adenosyltransferase in nucleated, and mature human erythrocytes and erythroleukemic cells. Biochim. Biophys,1994', 33: 'Cloning, expression, and functional characterization of the b regulatory subunit of human methionine adenosyltransferase (MAT II). J. Biol,2000'}"")]",-----,-----,-----,Isoforms do not match the crystal structure,-----
2.5.1.61,Homo sapiens,7CCY.pdb,mol_2487.sdf,8.2,37°C,"[(0.048, '57'), (0.0112, '41'), (0.0112, '41'), (0.048, '57')]","[(0.048, '57'), (0.0112, '41')]",8.2,37°C,-----,Both values are correct
2.5.1.65,Aeropyrum pernix,5B36.pdb,mol_2476.sdf,7.5,80°C,"[(0.39, '10'), (3.8, '10'), (3.8, '10'), (0.39, '10')]",-----,7.5,80°C,Effect of cosubstrates,-----
2.5.1.92,Solanum habrochaites,5HXP.pdb,mol_2452.sdf,7.6,30°C,"[(0.147, '3'), (0.108, '3'), (0.147, '3'), (0.228, '3'), (0.108, '3'), (0.147, '3'), (0.108, '3'), (0.228, '3'), (0.228, '3'), (0.147, '3'), (0.228, '3'), (0.108, '3')]","(0.147, '3')",7.6,30°C,-----,Wrong data curation in our code
2.5.1.92,Solanum habrochaites,5HXP.pdb,mol_2393.sdf,7.6,30°C,"[(0.16, '3'), (0.076, '3'), (0.16, '3'), (0.037, '3'), (0.076, '3'), (0.16, '3'), (0.076, '3'), (0.037, '3'), (0.037, '3'), (0.16, '3'), (0.037, '3'), (0.076, '3')]","(0.076, '3')",7.6,30°C,-----,Wrong data curation in our code
2.5.1.92,Solanum habrochaites,5HXP.pdb,mol_2393.sdf,7.8,30°C,"[(0.035, '1'), (0.01, ""{1: 'A novel pathway for sesquiterpene biosynthesis from Z,Z-farnesyl pyrophosphate in the wild tomato Solanum habrochaites,2009'}""), (0.01, ""{1: 'A novel pathway for sesquiterpene biosynthesis from Z,Z-farnesyl pyrophosphate in the wild tomato Solanum habrochaites,2009'}""), (0.035, '1')]","[(0.035, '1'), (0.01, '1')]",7.8,30°C,-----,Both values are correct
2.6.1.102,Caulobacter vibrioides,3DR7.pdb,mol_1407.sdf,7.5,22°C,"[(4.6, '2'), (0.13, '2'), (0.13, '2'), (4.6, '2')]",-----,7.5,22°C,Effect of cosubstrates,-----
2.6.1.13,Plasmodium falciparum,4NOG.pdb,mol_337.sdf,7.4,37°C,"[(0.3, '64'), (0.9, '64'), (0.3, '64'), (1.2, '64'), (0.3, '64'), (0.7, ""{27: 'Comparison of rat and mouse ornithine aminotransferase with respect to molecular properties and regulation of synthesis. Arch. Biochem,1988', 64: 'Redox regulation of Plasmodium falciparum ornithine delta-aminotransferase. J. Mol,2010'}""), (0.9, '64'), (0.3, '64'), (0.9, '64'), (1.2, '64'), (0.9, '64'), (0.7, ""{27: 'Comparison of rat and mouse ornithine aminotransferase with respect to molecular properties and regulation of synthesis. Arch. Biochem,1988', 64: 'Redox regulation of Plasmodium falciparum ornithine delta-aminotransferase. J. Mol,2010'}""), (1.2, '64'), (0.3, '64'), (1.2, '64'), (0.9, '64'), (1.2, '64'), (0.7, ""{27: 'Comparison of rat and mouse ornithine aminotransferase with respect to molecular properties and regulation of synthesis. Arch. Biochem,1988', 64: 'Redox regulation of Plasmodium falciparum ornithine delta-aminotransferase. J. Mol,2010'}""), (0.7, ""{27: 'Comparison of rat and mouse ornithine aminotransferase with respect to molecular properties and regulation of synthesis. Arch. Biochem,1988', 64: 'Redox regulation of Plasmodium falciparum ornithine delta-aminotransferase. J. Mol,2010'}""), (0.3, '64'), (0.7, ""{27: 'Comparison of rat and mouse ornithine aminotransferase with respect to molecular properties and regulation of synthesis. Arch. Biochem,1988', 64: 'Redox regulation of Plasmodium falciparum ornithine delta-aminotransferase. J. Mol,2010'}""), (0.9, '64'), (0.7, ""{27: 'Comparison of rat and mouse ornithine aminotransferase with respect to molecular properties and regulation of synthesis. Arch. Biochem,1988', 64: 'Redox regulation of Plasmodium falciparum ornithine delta-aminotransferase. J. Mol,2010'}""), (1.2, '64')]","[(0.9, '64'), (1.2, '64')]",7.4,37°C,-----,Values without any co-substrates considered
2.6.1.13,Plasmodium falciparum,4NOG.pdb,mol_803.sdf,7.4,37°C,"[(0.9, '64'), (1.5, '64'), (0.9, '64'), (1.6, '64'), (0.9, '64'), (3.95, ""{31: 'Characterization of the ornithine aminotransferase from Plasmodium falciparum. Mol. Biochem,2001', 73: 'Ornithine aminotransferase, an important glutamate-metabolizing enzyme at the crossroads of multiple metabolic pathways,2017'}""), (1.5, '64'), (0.9, '64'), (1.5, '64'), (1.6, '64'), (1.5, '64'), (3.95, ""{31: 'Characterization of the ornithine aminotransferase from Plasmodium falciparum. Mol. Biochem,2001', 73: 'Ornithine aminotransferase, an important glutamate-metabolizing enzyme at the crossroads of multiple metabolic pathways,2017'}""), (1.6, '64'), (0.9, '64'), (1.6, '64'), (1.5, '64'), (1.6, '64'), (3.95, ""{31: 'Characterization of the ornithine aminotransferase from Plasmodium falciparum. Mol. Biochem,2001', 73: 'Ornithine aminotransferase, an important glutamate-metabolizing enzyme at the crossroads of multiple metabolic pathways,2017'}""), (3.95, ""{31: 'Characterization of the ornithine aminotransferase from Plasmodium falciparum. Mol. Biochem,2001', 73: 'Ornithine aminotransferase, an important glutamate-metabolizing enzyme at the crossroads of multiple metabolic pathways,2017'}""), (0.9, '64'), (3.95, ""{31: 'Characterization of the ornithine aminotransferase from Plasmodium falciparum. Mol. Biochem,2001', 73: 'Ornithine aminotransferase, an important glutamate-metabolizing enzyme at the crossroads of multiple metabolic pathways,2017'}""), (1.5, '64'), (3.95, ""{31: 'Characterization of the ornithine aminotransferase from Plasmodium falciparum. Mol. Biochem,2001', 73: 'Ornithine aminotransferase, an important glutamate-metabolizing enzyme at the crossroads of multiple metabolic pathways,2017'}""), (1.6, '64')]","(1.6, '64')",7.4,37°C,-----,Values without any co-substrates considered
2.6.1.44,Arabidopsis thaliana,6PK1.pdb,mol_106.sdf,7,37°C,"[(0.39, '19'), (1.52, '19'), (1.52, '19'), (0.39, '19')]","(0.39, '19')",7,37°C,-----,Value with pyruvate as acceptor considered as per crystal structure
2.6.1.52,Entamoeba histolytica,5YII.pdb,mol_2400.sdf,8.5,-----,"[(0.0118, '41'), (0.0712, '41'), (0.0118, '41'), (0.0274, '41'), (0.0712, '41'), (0.0118, '41'), (0.0712, '41'), (0.0274, '41'), (0.0274, '41'), (0.0118, '41'), (0.0274, '41'), (0.0712, '41')]","(0.0118, '41')",8.5,-----,-----,Wrong data curation in our code
2.6.1.57,Paracoccus denitrificans,2AY1.pdb,mol_337.sdf,8,25°C,"[(0.14, '25'), (0.59, ""{10: 'Escherichia coli aromatic amino acid aminotransferase: characterization and comparison with aspartate aminotransferase,1993', 25: 'Paracoccus denitrificans aromatic amino acid aminotransferase: a model enzyme for the study of dual substrate recognition mechanism. J,1997'}""), (0.59, ""{10: 'Escherichia coli aromatic amino acid aminotransferase: characterization and comparison with aspartate aminotransferase,1993', 25: 'Paracoccus denitrificans aromatic amino acid aminotransferase: a model enzyme for the study of dual substrate recognition mechanism. J,1997'}""), (0.14, '25')]",-----,8,25°C,Effect of cosubstrates,-----
2.7.1.1,Kluyveromyces lactis,3O8M.pdb,mol_110.sdf,7.4,25°C,"[(0.451, '80'), (0.196, '80'), (0.196, '80'), (0.451, '80')]","[(0.451, '80'), (0.196, '80')]",7.4,25°C,-----,Effect of enzyme concentration not considered
2.7.1.1,Homo sapiens,3F9M.pdb,mol_110.sdf,7.6,°C,"[(3.1, '240'), (2.5, '240'), (3.1, '240'), (10.6, '240'), (3.1, '240'), (6.3, '240'), (3.1, '240'), (3.6, '240'), (3.1, '240'), (3.2, '240'), (2.5, '240'), (3.1, '240'), (2.5, '240'), (10.6, '240'), (2.5, '240'), (6.3, '240'), (2.5, '240'), (3.6, '240'), (2.5, '240'), (3.2, '240'), (10.6, '240'), (3.1, '240'), (10.6, '240'), (2.5, '240'), (10.6, '240'), (6.3, '240'), (10.6, '240'), (3.6, '240'), (10.6, '240'), (3.2, '240'), (6.3, '240'), (3.1, '240'), (6.3, '240'), (2.5, '240'), (6.3, '240'), (10.6, '240'), (6.3, '240'), (3.6, '240'), (6.3, '240'), (3.2, '240'), (3.6, '240'), (3.1, '240'), (3.6, '240'), (2.5, '240'), (3.6, '240'), (10.6, '240'), (3.6, '240'), (6.3, '240'), (3.6, '240'), (3.2, '240'), (3.2, '240'), (3.1, '240'), (3.2, '240'), (2.5, '240'), (3.2, '240'), (10.6, '240'), (3.2, '240'), (6.3, '240'), (3.2, '240'), (3.6, '240')]","(6.3, '240')",7.6,25°C,-----,Wrong data curation in our code
