ID	Title	Authors	Journal	Year	Pages	Volume	PMID
244	Alcohol selectivity in a synthetic thermophilic n-butanol pathway is driven by biocatalytic and thermostability characteristics of constituent enzymes. Appl. Environ	Loder, A.J.,Zeldes, B.M.,Garrison, G.D.,Lipscomb, G.L.,Adams, M.W.,Kelly, R.M.	Microbiol.	2015	7187-7200	81	26253677
245	Stability engineering of the Geobacillus stearothermophilus alcohol dehydrogenase and application for the synthesis of a polyamide 12 precursor. Appl. Microbiol	Kirmair, L.,Seiler, D.L.,Skerra, A.	Biotechnol.	2015	10501-10513	99	26329849
246	Bivalent cations stabilize yeast alcohol dehydrogenase I. Biochem	De Bolle, X.,Vinals, C.,Fastrez, J.,Feytmans, E.	J.	1997	409-413	323	9163331
247	Expression levels of chaperones influence biotransformation activity of recombinant Escherichia coli expressing Micrococcus luteus alcohol dehydrogenase and Pseudomonas putida Baeyer-Villiger monooxygenase. Biotechnol	Baek, A.H.,Jeon, E.Y.,Lee, S.M.,Park, J.B.	Bioeng.	2015	889-895	112	25545273
248	Cellulosic ethanol production via consolidated bioprocessing at 75°C by engineered Caldicellulosiruptor bescii. Biotechnol	Chung, D.,Cha, M.,Snyder, E.,Elkins, J.,Guss, A.,Westpheling, J.	Biofuels	2015	163	8	26442761
249	Production of 2-butanol from crude glycerol by a genetically-engineered Klebsiella pneumoniae strain. Biotechnol	Oh, B.R.,Heo, S.Y.,Lee, S.M.,Hong, W.K.,Park, J.M.,Jung, Y.R.,Kim, D.H.,Sohn, J.H.,Seo, J.W.,Kim, C.H.	Lett.	2014	57-62	36	24078128
250	Towards cell-free isobutanol production: development of a novel immobilized enzyme system. Biotechnol	Grimaldi, J.,Collins, C.H.,Belfort, G.	Prog.	2016	66-73	32	26560680
251	Alcohol dehydrogenases from Kluyveromyces marxianus: heterologous expression in Escherichia coli and biochemical characterization	Liang, J.J.,Zhang, M.L.,Ding, M.,Mai, Z.M.,Wu, S.X.,Du, Y.,Feng, J.X.	BMC Biotechnol.	2014	45	14	24885162
252	Genetic engineering of Clostridium thermocellum DSM1313 for enhanced ethanol production	Kannuchamy, S.,Mukund, N.,Saleena, L.M.	BMC Biotechnol.	2016	34	16	27213504
253	A bioanode using thermostable alcohol dehydrogenase for an ethanol biofuel cell operating at high temperatures	Kontani, A.,Masuda, M.,Matsumura, H.,Nakamura, N.,Yohda, M.,Ohno, H.	Electroanalysis	2014	682-686	26	-----
254	Thermophilic enzymes and their applications in biocatalysis: a robust aldo-keto reductase. Environ	Willies, S.,Isupov, M.,Littlechild, J.	Technol.	2010	1159-1167	31	20718298
255	Purification and characterization of the alcohol dehydrogenase from a novel strain of Bacillus stearothermophilus growing at 70°C. Int. J. Biochem	Guagliardi, A.,Martino, M.,Iaccarino, I.,De Rosa, M.,Rossi, M.,Bartolucci, S.	Cell Biol.	1996	239-246	28	8729010
256	Picosecond-resolved fluorescence studies of substrate and cofactor-binding domain mutants in a thermophilic alcohol dehydrogenase uncover an extended network of communication. J. Am. Chem	Meadows, C.W.,Tsang, J.E.,Klinman, J.P.	Soc.	2014	14821-14833	136	25314615
257	Temperature-jump fluorescence provides evidence for fully reversible microsecond dynamics in a thermophilic alcohol dehydrogenase. J. Am. Chem	Meadows, C.W.,Balakrishnan, G.,Kier, B.L.,Spiro, T.G.,Klinman, J.P.	Soc.	2015	10060-10063	137	26223665
258	The bifunctional alcohol and aldehyde dehydrogenase gene, adhE, is necessary for ethanol production in Clostridium thermocellum and Thermoanaerobacterium saccharolyticum. J	Lo, J.,Zheng, T.,Hon, S.,Olson, D.G.,Lynd, L.R.	Bacteriol.	2015	1386-1393	197	25666131
259	Identification of a long-range protein network that modulates active site dynamics in extremophilic alcohol dehydrogenases. J. Biol	Nagel, Z.D.,Cun, S.,Klinman, J.P.	Chem.	2013	14087-14097	288	23525111
260	Genetic engineering to enhance the Ehrlich pathway and alter carbon flux for increased isobutanol production from glucose by Saccharomyces cerevisiae. J	Kondo, T.,Tezuka, H.,Ishii, J.,Matsuda, F.,Ogino, C.,Kondo, A.	Biotechnol.	2012	32-37	159	22342368
261	Cloning and overexpression of the als, pflA, and adhB genes in Streptococcus thermophilus and their effects on metabolite formation. Mol	Akyol, I.,Ozcelik, F.G.,Karakas-Sen, A.,Ozkose, E.,Gezginc, Y.,Ekinci, M.S.	Biotechnol.	2015	923-930	57	26280324
262	3-Methyl-1-butanol biosynthesis in an engineered Corynebacterium glutamicum. Mol	Xiao, S.,Xu, J.,Chen, X.,Li, X.,Zhang, Y.,Yuan, Z.	Biotechnol.	2016	311-318	58	26961908
263	Increase in ethanol yield via elimination of lactate production in an ethanol-tolerant mutant of Clostridium thermocellum	Biswas, R.,Prabhu, S.,Lynd, L.R.,Guss, A.M.	PLoS ONE	2014	e86389	9	24516531
264	Mutant alcohol dehydrogenase leads to improved ethanol tolerance in Clostridium thermocellum. Proc. Natl. Acad. Sci	Brown, S.,Guss, A.,Karpinets, T.,Parks, J.,Smolin, N.,Yang, S.,Land, M.,Klingeman, D.,Bhandiwad, A.,Rodriguez Jr., M.,Raman, B.,Shao, X.,Mielenz, J.,Smith, J.,Keller, M.,Lynd, L.	USA	2011	13752-13757	108	21825121
265	Single gene insertion drives bioalcohol production by a thermophilic archaeon. Proc. Natl. Acad. Sci	Basen, M.,Schut, G.J.,Nguyen, D.M.,Lipscomb, G.L.,Benn, R.A.,Prybol, C.J.,Vaccaro, B.J.,Poole, F.L.,Kelly, R.M.,Adams, M.W.	USA	2014	17618-17623	111	25368184
266	Direct conversion of plant biomass to ethanol by engineered Caldicellulosiruptor bescii. Proc. Natl. Acad. Sci	Chung, D.,Cha, M.,Guss, A.M.,Westpheling, J.	USA	2014	8931-8936	111	24889625
267	Modular exchange of substrate-binding loops alters both substrate and cofactor specificity in a member of the aldo-keto reductase superfamily. Protein Eng. Des	Campbell, E.,Chuang, S.,Banta, S.	Sel.	2013	181-186	26	23175796
268	Insight into the stereospecificity of short-chain thermus thermophilus alcohol dehydrogenase showing pro-S hydride transfer and prelog enantioselectivity. Protein Pept	Pennacchio, A.,Giordano, A.,Esposito, L.,Langella, E.,Rossi, M.,Raia, C.A.	Lett.	2010	437-443	17	19807673
269	Purification of alcohol dehydrogenase from Saccharomyces cerevisiae using magnetic dye-ligand affinity nanostructures. Appl. Biochem	Kaya, N.,Aktas Uygun, D.,Akgoel, S.,Denizli, A.	Biotechnol.	2013	2153-2164	169	23408231
270	Identification and characterization of a mycobacterial NAD+-dependent alcohol dehydrogenase with superior reduction of diacetyl to (S)-acetoin. Biosci. Biotechnol	Takeda, M.,Anamizu, S.,Motomatsu, S.,Chen, X.,Thapa Chhetri, R.	Biochem.	2014	1879-1886	78	25082080
271	Characterization of alcohol dehydrogenase from Kangiella koreensis and its application to production of all-trans-retinol. Biotechnol	Hong, S.H.,Ngo, H.P.,Kang, L.W.,Oh, D.K.	Lett.	2015	849-856	37	25481533
272	Ethanol oxidation and the inhibition by drugs in human liver, stomach and small intestine: Quantitative assessment with numerical organ modeling of alcohol dehydrogenase isozymes. Chem. Biol	Chi, Y.C.,Lee, S.L.,Lai, C.L.,Lee, Y.P.,Lee, S.P.,Chiang, C.P.,Yin, S.J.	Interact.	2016	134-141	258	27544634
273	Engineering of highly selective variants of Parvibaculum lavamentivorans alcohol dehydrogenase	Spickermann, D.,Hausmann, S.,Degering, C.,Schwaneberg, U.,Leggewie, C.	ChemBioChem	2014	2050-2052	15	25169816
274	Alteration in substrate specificity of horse liver alcohol dehydrogenase by an acyclic nicotinamide analog of NAD(+)	Malver, O.,Sebastian, M.J.,Oppenheimer, N.J.	DNA Repair	2014	95-100	23	25280628
275	Characterization of an Arxula adeninivorans alcohol dehydrogenase involved in the metabolism of ethanol and 1-butanol	Kasprzak, J.,Rauter, M.,Riechen, J.,Worch, S.,Baronian, K.,Bode, R.,Schauer, F.,Kunze, G.	FEMS Yeast Res.	2016	pii: fow018	16	26912215
276	Thermal inactivation and conformational lock studies on horse liver alcohol dehydrogenase: structural mechanism. Int. J. Biol	Moosavi-Movahedi, F.,Saboury, A.A.,Alijanvand, H.H.,Bohlooli, M.,Salami, M.,Moosavi-Movahedi, A.A.	Macromol.	2013	66-72	58	23548863
277	Interaction of carbohydrates with alcohol dehydrogenase: Effect on enzyme activity. J. Biosci	Jadhav, S.B.,Bankar, S.B.,Granstroem, T.,Ojamo, H.,Singhal, R.S.,Survase, S.A.	Bioeng.	2015	252-256	120	25670482
278	Biochemical characterization of a bifunctional acetaldehyde-alcohol dehydrogenase purified from a facultative anaerobic bacterium Citrobacter sp. S-77. J. Biosci	Tsuji, K.,Yoon, K.S.,Ogo, S.	Bioeng.	2016	253-258	121	26216639
279	Synthesis of enantiopure fluorohydrins using alcohol dehydrogenases at high substrate concentrations. J. Org	Borzecka, W.,Lavandera, I.,Gotor, V.	Chem.	2013	7312-7317	78	23796348
280	Ethanol production by the hyperthermophilic archaeon Pyrococcus furiosus by expression of bacterial bifunctional alcohol dehydrogenases. Microb	Keller, M.W.,Lipscomb, G.L.,Nguyen, D.M.,Crowley, A.T.,Schut, G.J.,Scott, I.,Kelly, R.M.,Adams, M.W.	Biotechnol.	2017	1535-1545	10	28194879
281	Furaldehyde substrate specificity and kinetics of Saccharomyces cerevisiae alcohol dehydrogenase 1 variants. Microb	Laadan, B.,Wallace-Salinas, V.,Carlsson, A.J.,Almeida, J.R.,Radstroem, P.,Gorwa-Grauslund, M.F.	Cell Fact.	2014	112	13	25287956
282	Bifunctional aldehyde/alcohol dehydrogenase (ADHE) in chlorophyte algal mitochondria. Plant Mol	Atteia, A.,van Lis, R.,Mendoza-Hernández, G.,Henze, K.,Martin, W.,Riveros-Rosas, H.,González-Halphen, D.	Biol.	2003	175-188	53	14756315
283	Purification and enzymatic characterization of alcohol dehydrogenase from Arabidopsis thaliana. Protein Expr	Cheng, F.,Hu, T.,An, Y.,Huang, J.,Xu, Y.	Purif.	2013	74-77	90	23707506
284	YLL056C from Saccharomyces cerevisiae encodes a novel protein with aldehyde reductase activity. Appl. Microbiol	Wang, H.,Xiao, D.,Zhou, C.,Wang, L.,Wu, L.,Lu, Y.,Xiang, Q.,Zhao, K.,Li, X.,Ma, M.	Biotechnol.	2017	4507-4520	101	28265724
285	Pcal_1311, an alcohol dehydrogenase homologue from Pyrobaculum calidifontis, displays NADH-dependent high aldehyde reductase activity	Ashraf, R.,Rashid, N.,Kanai, T.,Imanaka, T.,Akhtar, M.	Extremophiles	2017	1101-1110	21	29022135
286	NAD+-linked alcohol dehydrogenase 1 regulates methylglyoxal concentration in Candida albicans	Kwak, M.K.,Ku, M.,Kang, S.O.	FEBS Lett.	2014	1144-1153	588	24607541
287	Biochemical characterization of a bifunctional acetaldehyde-alcohol dehydrogenase purified from a facultative anaerobic bacterium Citrobacter sp. S-77. J. Biosci	Tsuji, K.,Yoon, K.S.,Ogo, S.	Bioeng.	2016	253-258	121	26216639
288	Insertion of a calcium-responsive beta-roll domain into a thermostable alcohol dehydrogenase enables tunable control over cofactor selectivity	Abdallah, W.,Solanki, K.,Banta, S.	ACS Catal.	2018	1602-1613	8	-----
289	Broadening the cofactor specificity of a thermostable alcohol dehydrogenase using rational protein design introduces novel kinetic transient behavior. Biotechnol	Campbell, E.,Wheeldon, I.,Banta, S.	Bioeng.	2010	763-774	107	20632378
290	Enzymatic hydrogen transfer reduction of alpha-chloro aromatic ketones catalyzed by a hyperthermophilic alcohol dehydrogenase. J. Mol. Catal	Zhu, D.,Hyatt, B.,Hua, L.	B	2009	272-276	56	-----
291	Substrate scope of a dehydrogenase from Sphingomonas species A1 and its potential application in the synthesis of rare sugars and sugar derivatives. Microb	Beer, B.,Pick, A.,Doering, M.,Lommes, P.,Sieber, V.	Biotechnol.	2018	747-758	11	29697194
292	Engineering the cofactor specificity of an alcohol dehydrogenase via single mutations or insertions distal to the 2'-phosphate group of NADP(H). Protein Eng. Des	Solanki, K.,Abdallah, W.,Banta, S.	Sel.	2017	373-380	30	-----
293	Asymmetric ketone reduction by a hyperthermophilic alcohol dehydrogenase. The substrate specificity, enantioselectivity and tolerance of organic solvents	Zhu, D.,Malik, H.,Hua, L.	Tetrahedron Asymmetry	2006	3010-3014	17	-----
294	Development of nanostructured bioanodes containing dendrimers and dehydrogenases enzymes for application in ethanol biofuel cells. Biosens	Aquino Neto, S.,Forti, J.,Zucolotto, V.,Ciancaglini, P.,de Andrade, A.	Bioelectron.	2011	2922-2926	26	21177091
295	Fermentation of glycerol by Anaerobium acetethylicum and its potential use in biofuel production. Microb	Patil, Y.,Junghare, M.,Müller, N.	Biotechnol.	2017	203-217	10	28004884
296	The role of substrate-coenzyme crosstalk in determining turnover rates in Rhodococcus ruber alcohol dehydrogenase	Enugala, T.,Morato, M.,Kamerlin, S.,Widersten, M.	ACS Catal.	2020	9115-9128	10	-----
297	Horse liver alcohol dehydrogenase-catalyzed oxidative lactamization of amino alcohols	Huang, L.,Sayoga, G.,Hollmann, F.,Kara, S.	ACS Catal.	2018	8680-8684	8	-----
298	In silico study of the structure and ligand interactions of alcohol dehydrogenase from cyanobacterium Synechocystis sp. PCC 6803 as a key enzyme for biofuel production. Appl. Biochem	Haghighi, O.,Moradi, M.	Biotechnol.	2020	1346-1367	192	32767175
299	Reactions of NADH oxidation by tetrazolium and ubiquinone catalyzed by yeast alcohol dehydrogenase. Appl. Biochem	Kamenskikh, K.,Vekshin, N.	Microbiol.	2018	316-319	54	-----
300	Alternative binding modes in abortive NADH-alcohol complexes of horse liver alcohol dehydrogenase. Arch. Biochem	Plapp, B.,Subramanian, R.	Biophys.	2021	108825	701	33675814
301	Cryo-electron microscopy structures of yeast alcohol dehydrogenase	Guntupalli, S.R.,Li, Z.,Chang, L.,Plapp, B.V.,Subramanian, R.	Biochemistry	2021	663-677	60	33620215
302	Arabidopsis thaliana alcohol dehydrogenase is differently affected by several redox modifications	Dumont, S.,Bykova, N.V.,Khaou, A.,Besserour, Y.,Dorval, M.,Rivoal, J.	PLoS ONE	2018	e0204530	13	30252897
303	Development of biotransformation process for asymmetric reduction with novel anti-Prelog NADH-dependent alcohol dehydrogenases	Shah, S.,Agera, R.,Sharma, P.,Sunder, A.,Bajwa, H.,James, H.,Gaikaiwari, R.,Wangikar, P.	Process Biochem.	2018	71-78	70	-----
304	Glutathione-dependent formaldehyde dehydrogenase homolog from Bacillus subtilis strain R5 is a propanol-preferring alcohol dehydrogenase	Ashraf, R.,Rashid, N.,Basheer, S.,Aziz, I.,Akhtar, M.	Biochemistry	2017	13-23	82	28320283
305	Characterization of the substrate scope of an alcohol dehydrogenase commonly used as methanol dehydrogenase. Bioorg. Med. Chem	Guo, X.,Feng, Y.,Wang, X.,Liu, Y.,Liu, W.,Li, Q.,Wang, J.,Xue, S.,Zhao, Z.K.	Lett.	2019	1446-1449	29	31006524
306	Concerted up-regulation of aldehyde/alcohol dehydrogenase (ADHE) and starch in Chlamydomonas reinhardtii increases survival under dark anoxia. J. Biol	Van Lis, R.,Popek, M.,Coute, Y.,Kosta, A.,Drapier, D.,Nitschke, W.,Atteia, A.	Chem.	2017	2395-2410	292	28007962
307	YMR152W from Saccharomyces cerevisiae encoding a novel aldehyde reductase for detoxification of aldehydes derived from lignocellulosic biomass. J. Biosci	Ouyang, Y.,Li, Q.,Kuang, X.,Wang, H.,Wu, J.,Ayepa, E.,Chen, H.,Abrha, G.,Zhang, Z.,Li, X.,Ma, M.	Bioeng.	2021	39-46	131	32967812
308	Two novel metal-independent long-chain alkyl alcohol dehydrogenases from Geobacillus thermodenitrificans NG80-2	Liu, X.,Dong, Y.,Zhang, J.,Zhang, A.,Wang, L.,Feng, L.	Microbiology	2009	2078-2085	155	19383697
309	Filamentation of the bacterial bi-functional alcohol/aldehyde dehydrogenase AdhE is essential for substrate channeling and enzymatic regulation. Nat	Pony, P.,Rapisarda, C.,Terradot, L.,Marza, E.,Fronzes, R.	Commun.	2020	1426	11	32188856
